"批次代码","批次名称","院校代号","院校国标代码","院校名称","院校省份","办学性质","专业代号","专业国标代码","专业名称","专业属性","计划数","首选科目代码","再选科目代码","学制","学费","专业备注","计划ID"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","51","083001","生物工程(营养与健康前沿班)"," ","2","04","A","四年","5000","[新生到北京报到,集体安排在双清路1号住宿。在北京完成第一年学习后,从第二年起到我校烟台研究院进行教学和实习至毕业。不得转入此类型以外专业。采用特殊培养模式(科研和实践双前沿培养,详见学校本科招生报考指南)]","1_3_0019_5_51"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","52","082802","城乡规划"," ","2","04","A","四年","5000","(新生到北京报到,集体安排在双清路1号住宿。在北京完成第一年学习后,从第二年起到我校烟台研究院进行教学和实习至毕业。不得转入此类型以外专业)","1_3_0019_5_52"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","53","082705","酿酒工程"," ","2","04","A","四年","5000","(新生到北京报到,集体安排在双清路1号住宿。在北京完成第一年学习后,从第二年起到我校烟台研究院进行教学和实习至毕业。不得转入此类型以外专业)","1_3_0019_5_53"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","55","071002","生物技术(北理工联培项目)"," ","1","04","A","四年","5000","(该专业与北京理工大学生物医学工程专业进行联合学士学位培养)","1_3_0019_5_55"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","59","080717H","人工智能(中外合作办学)"," ","2","04","A","四年","待定","[国内学费11万元/(生/年)；学生赴英学习期间不再缴纳中方学费,英方学费按照萨里大学国际学生标准缴纳。学生可选择在中国农业大学学习4年,或自愿申请在第3年赴英国萨里大学交流学习1～2年。详细信息请务必向学校咨询]","1_3_0019_5_59"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","60","080901H","计算机科学与技术(中外合作办学)"," ","1","04","A","四年","待定","[国内学费11万元/(生/年)；学生赴英学习期间不再缴纳中方学费,英方学费按照萨里大学国际学生标准缴纳。学生可选择在中国农业大学学习4年,或自愿申请在第3年赴英国萨里大学交流学习1～2年。详细信息请务必向学校咨询]","1_3_0019_5_60"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","AB","0825","环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程)","(高校专项计划)","1","04","A","四年","5000","(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)","1_3_0019_5_AB"
"3","普通类本科批","0019","10019","中国农业大学","北京","公办","AC","0705","地理科学类(地理信息科学、土地资源管理)","(高校专项计划)","1","04","A","四年","5000","(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)","1_3_0019_5_AC"
"3","普通类本科批","0020","10020","北京农学院","北京","公办","04","090201","农业资源与环境"," ","2","04","A","四年","免费","(不招收色盲、色弱考生。免收学费)","1_3_0020_5_04"
"3","普通类本科批","0020","10020","北京农学院","北京","公办","05","090101","农学"," ","2","04","A","四年","免费","(不招收色盲、色弱考生。免收学费)","1_3_0020_5_05"
"3","普通类本科批","0020","10020","北京农学院","北京","公办","21","082701","食品科学与工程"," ","2","04","A","四年","4600","(不招收色盲、色弱考生)","1_3_0020_5_21"
"3","普通类本科批","0020","10020","北京农学院","北京","公办","36","082701H","食品科学与工程(中外合作办学)"," ","2","04","A","四年","36000","(中英合作办学专业,3+1培养模式,专业课为英文授课。国内学费3.6万元/年,国外学费按照英国当年标准收取。不招收色盲、色弱考生)","1_3_0020_5_36"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","11","0905","林学类[林学、林学(城市林业方向)、森林保护、经济林]"," ","3","04","A","四年","2500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_11"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","12","0905","林学类(梁希实验班)(林学、森林保护)"," ","1","04","A","四年","2500","(北京校区)","1_3_0022_5_12"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","15","090501","林学(与林经专业双学士学位项目)"," ","2","04","A","四年","5000","(北京校区)","1_3_0022_5_15"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","17","090203","水土保持与荒漠化防治(梁希实验班)"," ","1","04","A","四年","2500","(北京校区)","1_3_0022_5_17"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","19","070502","自然地理与资源环境"," ","2","08","D","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_1_19"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","21","0710","生物科学类(生物科学、生物技术)"," ","2","04","A","四年","5500","(北京校区)","1_3_0022_5_21"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","22","071001","生物科学(拔尖班)"," ","1","04","A","四年","5500","(北京校区)","1_3_0022_5_22"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","23","082701","食品科学与工程"," ","2","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_23"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","25","071001","生物科学(中药学复合人才拔尖班)"," ","2","04","A","四年","5500","(北京校区)","1_3_0022_5_25"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","27","082803","风景园林(梁希实验班)"," ","1","04","K","四年","5500","(北京校区)","1_3_0022_5_27"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","29","082802","城乡规划"," ","2","04","K","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_29"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","31","071002","生物技术(与园艺专业双学士学位项目)"," ","3","04","A","四年","5500","(北京校区)","1_3_0022_5_31"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","32","1202","工商管理类(会计学、工商管理、人力资源管理、物业管理)"," ","3","08","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_1_32"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","32","1202","工商管理类(会计学、工商管理、人力资源管理、物业管理)"," ","2","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_32"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","33","020401","国际经济与贸易"," ","2","08","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_1_33"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","34","020301","金融学"," ","2","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_34"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","35","071201","统计学"," ","2","04","A","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_35"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","36","120301","农林经济管理(梁希实验班)"," ","1","04","K","四年","5000","(北京校区)","1_3_0022_5_36"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","37","020109","数字经济"," ","3","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_37"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","38","120108","大数据管理与应用"," ","2","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_38"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","39","080202","机械设计制造及其自动化"," ","3","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_39"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","40","080207","车辆工程"," ","2","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_40"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","41","080801","自动化"," ","4","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_41"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","42","080601","电气工程及其自动化"," ","4","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_42"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","43","0824","林业工程类[林产化工、木材科学与工程、木材科学与工程(木结构材料与工程方向)]"," ","2","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_43"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","44","0824","林业工程类(梁希实验班)(林产化工、木材科学与工程)"," ","1","04","A","四年","5500","(北京校区)","1_3_0022_5_44"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","49","030101","法学"," ","2","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_49"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","51","071102","应用心理学"," ","3","04","K","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_51"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","52","050201","英语(语智实验班)"," ","1","08","K","四年","6000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_1_52"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","53","050201","英语(法律交叉实验班)"," ","2","04","K","四年","6000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_53"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","55","050207","日语(日英复语)"," ","2","08","K","四年","6000","(只招英语语种考生。一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_1_55"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","56","120102","信息管理与信息系统"," ","2","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_56"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","57","0809","计算机类(计算机科学与技术、数字媒体技术、数据科学与大数据技术)"," ","6","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_57"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","58","080903","网络工程"," ","2","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_58"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","59","080717","人工智能"," ","5","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_59"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","60","070101","数学与应用数学"," ","2","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_60"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","61","080714","电子信息科学与技术"," ","3","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_61"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","62","090202","野生动物与自然保护区管理"," ","2","04","A","四年","2500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_62"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","68","081508","碳储科学与工程"," ","2","04","A","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_68"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","69","090701","草业科学(梁希实验班)"," ","2","04","A","四年","5000","(北京校区)","1_3_0022_5_69"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","73","082803","风景园林"," ","4","08","K","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_1_73"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","73","082803","风景园林"," ","2","04","K","四年","5500","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_73"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","74","090502","园林"," ","3","04","B","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)","1_3_0022_5_74"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","AB","1202","工商管理类(会计学、工商管理、人力资源管理、物业管理)","(高校专项计划)","1","04","K","四年","5000","(一二年级在北京校区培养,三年级起在雄安校区培养)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)","1_3_0022_5_AB"
"3","普通类本科批","0022","10022","北京林业大学","北京","公办","AC","090202","野生动物与自然保护区管理","(高校专项计划)","2","04","A","四年","2500","(一二年级在北京校区培养,三年级起在雄安校区培养)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)","1_3_0022_5_AC"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","01","100201","临床医学(阶平班)"," ","2","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_01"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","03","100201","临床医学(5+3一体化)"," ","4","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_03"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","04","100207","儿科学(5+3一体化)"," ","1","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_04"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","05","100301","口腔医学(5+3一体化)"," ","1","04","A","五年","6000","(不招左利的考生；不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_05"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","06","100201","临床医学"," ","4","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_06"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","07","100207","儿科学"," ","1","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_07"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","11","100101","基础医学"," ","2","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_11"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","12","100401","预防医学"," ","1","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_12"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","13","100501","中医学"," ","2","04","A","五年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_13"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","15","100701","药学"," ","1","04","A","四年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_15"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","17","101002","医学实验技术"," ","1","04","A","四年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_17"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","18","082601","生物医学工程"," ","1","04","A","四年","5500","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_18"
"3","普通类本科批","0025","10025","首都医科大学","北京","公办","22","101009","康复物理治疗"," ","1","04","A","四年","6000","(不招色盲、色弱、斜视、弱视及其他各类不能准确识别颜色者)","1_3_0025_5_22"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","01","100501","中医学(王琦班)"," ","1","04","A","九年医","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_01"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","02","100501","中医学(岐黄班)"," ","2","04","A","九年医","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_02"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","03","100601","中西医临床医学(华佗班)"," ","3","04","A","九年医","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_03"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","05","100801","中药学(时珍国药正华班)"," ","1","04","A","四年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_05"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","06","100501","中医学(卓越5+3一体化)"," ","8","04","A","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_06"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","07","100501","中医学(卓越中医儿科班5+3一体化)"," ","1","04","A","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_07"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","09","100501","中医学"," ","8","04","A","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_09"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","10","100513","中医骨伤科学"," ","1","04","A","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_10"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","11","100502","针灸推拿学"," ","2","08","K","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_1_11"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","11","100502","针灸推拿学"," ","4","04","K","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_11"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","12","100801","中药学"," ","3","04","A","四年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_12"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","13","100801","中药学(生物联培实验班)"," ","1","04","A","四年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_13"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","14","100805","中药制药"," ","2","04","A","四年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_14"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","15","100701","药学"," ","2","04","A","四年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_15"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","17","120401","公共事业管理(卫生管理方向)"," ","1","04","K","四年","5000","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者,不予录取至公共事业管理专业)","1_3_0026_5_17"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","17","120401","公共事业管理(卫生管理方向)"," ","1","08","K","四年","5000","(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者,不予录取至公共事业管理专业)","1_3_0026_1_17"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","18","100704","药事管理"," ","2","04","A","四年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)","1_3_0026_5_18"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","19","120108","大数据管理与应用(成思危拔尖人才班)"," ","1","04","A","四年","5000",,"1_3_0026_5_19"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","20","030101","法学(医药卫生方向)"," ","1","08","K","四年","5000",,"1_3_0026_1_20"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","20","030101","法学(医药卫生方向)"," ","1","04","K","四年","5000",,"1_3_0026_5_20"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","21","050201","英语(医学方向)"," ","2","08","K","四年","5800",,"1_3_0026_1_21"
"3","普通类本科批","0026","10026","北京中医药大学","北京","公办","AB","100501","中医学","(高校专项计划)","1","04","A","五年","5800","(色盲、色弱及其他各类不能准确识别颜色考生不予录取)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)","1_3_0026_5_AB"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","1G","130304","戏剧影视文学"," ","3","08","K","四年","8000","(高考成绩不低于特殊类型控制分数线,入学后不能转为非艺术类专业,详见招生章程)","1_3_0027_1_1G"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B1","0401","教育学类[教育学、特殊教育、学前教育、教育学(教育学、统计学双学士学位项目)]"," ","2","08","K","四年","4800","[另含：教育技术学、人工智能教育(智能教育卓越人才实验班)。双学位项目信息详见学校报考指南]","1_3_0027_1_B1"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B1","0401","教育学类[教育学、特殊教育、学前教育、教育学(教育学、统计学双学士学位项目)]"," ","2","04","K","四年","4800","[另含：教育技术学、人工智能教育(智能教育卓越人才实验班)。双学位项目信息详见学校报考指南]","1_3_0027_5_B1"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B2","00156","人文科学试验班[哲学、哲学(励耘实验班)、汉语言文学、汉语言文学(励耘实验班)、英语、传播学、哲学(哲学、心理学双学士学位项目)、汉语言文学(汉语言、AI双学士学位项目)、传播学(传播学、AI双学士学位项目)、汉语言文学(卓师计划实验班)、英语(卓师计划实验班)]"," ","7","08","K","四年","4800","[另含：PPE(政治学、经济学与哲学)。双学位项目信息详见学校报考指南]","1_3_0027_1_B2"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B3","0601","历史学类[历史学、历史学(励耘实验班)、历史学(英语、历史学双学士学位项目)、考古学]"," ","2","08","K","四年","4800","(双学位项目信息详见学校报考指南)","1_3_0027_1_B3"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B4","00150","社会科学试验班[经济学(励耘实验班)、工商管理、金融学、会计学、国际经济与贸易、法学(卓越实验班)、社会学(社会学、心理学双学士学位项目)、人力资源管理、公共事业管理、公共事业管理(公管、AI双学士学位项目)、人力资源管理(心理学、人管双学士学位项目)]"," ","2","04","K","四年","5000","[其中工商管理为工商管理(数字经济与管理实验班)。另含：金融科技。双学位项目信息详见学校报考指南]","1_3_0027_5_B4"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B4","00150","社会科学试验班[经济学(励耘实验班)、工商管理、金融学、会计学、国际经济与贸易、法学(卓越实验班)、社会学(社会学、心理学双学士学位项目)、人力资源管理、公共事业管理、公共事业管理(公管、AI双学士学位项目)、人力资源管理(心理学、人管双学士学位项目)]"," ","2","08","K","四年","5000","[其中工商管理为工商管理(数字经济与管理实验班)。另含：金融科技。双学位项目信息详见学校报考指南]","1_3_0027_1_B4"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B5","0701","数学类[数学与应用数学、数学与应用数学(励耘实验班)、统计学、生物统计学(智慧健康卓越人才实验班)、统计学(经济学、统计学双学士学位项目)、数学与应用数学(卓师计划实验班)]"," ","3","04","A","四年","5400","(双学位项目信息详见学校报考指南)","1_3_0027_5_B5"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B6","0702","物理学类[物理学、物理学(励耘实验班)、计算机科学与技术、人工智能、信息管理与信息系统(大数据治理方向)、天文学]"," ","10","04","A","四年","5400",,"1_3_0027_5_B6"
"3","普通类本科批","0027","10027","北京师范大学","北京","公办","B7","00700","理科试验班[化学、化学(励耘实验班)、生物科学类、生物科学(励耘实验班)、环境科学与工程类、碳中和科学与工程、心理学、地理科学类、地理科学(励耘实验班)、心理学(北师大心理学、北航AI联合学位培养项目)、环境工程(统计学、环工双学士学位项目)、化学(卓师计划实验班)、地理科学(卓师计划实验班)、生物科学(卓师计划实验班)]"," ","12","04","A","四年","5400","(双学位项目信息详见学校报考指南)","1_3_0027_5_B7"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","07","050201","英语"," ","2","08","K","四年","6000","(只招英语考生)","1_3_0028_1_07"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","10","071101","心理学(潘菽实验班)"," ","1","04","K","四年","5000",,"1_3_0028_5_10"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","11","071101","心理学"," ","2","04","K","四年","5000",,"1_3_0028_5_11"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","20","020401","国际经济与贸易"," ","2","08","K","四年","5000",,"1_3_0028_1_20"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","47","0701","数学类(数理实验班)(数学与应用数学、信息与计算科学、统计学)"," ","2","04","A","四年","5000",,"1_3_0028_5_47"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","49","080717","人工智能"," ","2","04","A","四年","5000",,"1_3_0028_5_49"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","53","080901","计算机科学与技术"," ","2","04","A","四年","5000",,"1_3_0028_5_53"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","54","080902","软件工程"," ","2","04","A","四年","5000",,"1_3_0028_5_54"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","57","120108","大数据管理与应用"," ","2","04","A","四年","5000",,"1_3_0028_5_57"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","69","050202","俄语"," ","2","08","K","四年","6000","(只招英语考生)","1_3_0028_1_69"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","70","050203","德语"," ","2","08","K","四年","6000","(只招英语考生)","1_3_0028_1_70"
"3","普通类本科批","0028","10028","首都师范大学","北京","公办","73","050207","日语"," ","2","08","K","四年","6000","(只招英语考生)","1_3_0028_1_73"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","01","020109","数字经济"," ","1","04","K","四年","5000",,"1_3_0030_5_01"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","04","030101","法学"," ","1","08","K","四年","5000",,"1_3_0030_1_04"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","05","030203","外交学"," ","2","08","C","四年","5000",,"1_3_0030_1_05"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","06","030203H","外交学(中外合作办学)"," ","1","08","C","四年","86000","(高收费专业)","1_3_0030_1_06"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","10","050201","英语"," ","2","08","K","四年","6000","(招收英语考生)","1_3_0030_1_10"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","13","050201","英语(中国政法大学联合培养涉外法治人才)"," ","1","08","K","四年","6000","(招收英语考生)","1_3_0030_1_13"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","14","050201","英语(北京理工大学信息管理与系统专业联培)"," ","1","04","K","四年","6000","(招收英语考生)","1_3_0030_5_14"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","22","050204","法语"," ","1","04","K","四年","6000",,"1_3_0030_5_22"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","55","0503","新闻传播学类(新闻学、传播学、国际新闻与传播)"," ","1","08","K","四年","5000",,"1_3_0030_1_55"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","62","120108H","大数据管理与应用(中外合作办学)"," ","3","04","K","四年","98000","(高收费专业)","1_3_0030_5_62"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","AB","050202","俄语"," ","1","08","K","四年","6000",,"1_3_0030_1_AB"
"3","普通类本科批","0030","10030","北京外国语大学","北京","公办","AC","050207","日语(日本研究)"," ","2","08","K","四年","6000",,"1_3_0030_1_AC"
"3","普通类本科批","0031","10031","北京第二外国语学院","北京","公办","03","050201","英语(辅修智能技术相关专业)"," ","1","04","K","四年","5000","(只招收外语语种为英语的考生,且外语单科成绩不低于90分；大一在延庆校区；辅修智能科学与技术专业,合格者同时授予相应辅修学士学位)","1_3_0031_5_03"
"3","普通类本科批","0031","10031","北京第二外国语学院","北京","公办","06","050262","商务英语(辅修跨国企业管理相关专业)"," ","1","08","K","四年","5000","(只招收外语语种为英语的考生,且外语单科成绩不低于90分；辅修市场营销专业,合格者同时授予相应辅修学士学位)","1_3_0031_1_06"
"3","普通类本科批","0031","10031","北京第二外国语学院","北京","公办","07","050207","日语(国别与区域)"," ","1","08","K","四年","5000","(外语单科成绩不低于90分)","1_3_0031_1_07"
"3","普通类本科批","0031","10031","北京第二外国语学院","北京","公办","0F","050202","俄语(辅修智能技术相关专业)"," ","1","04","K","四年","5000","(外语单科成绩不低于90分；大一在延庆校区；辅修智能科学与技术专业,合格者同时授予相应辅修学士学位)","1_3_0031_5_0F"
